Ticket No,Priority,State,Category,Sub Category,Skill Team,Hosting,Create Date,Picked Date,Completed Date,Assignee,Customer Rating,Outcome,Escalated,Reached via
T454,Low,California,Cyber Consultation,New Application Launch,Marketing,Vendor Cloud,2021-08-30 22:28:12,2021-08-31 10:13:29,2021-09-02 17:51:56,Charles,Unsatisfactory (2),Advised for a risk assessment,Yes,Mail
T455,High,Texas,Cyber Security Breach,Firewall,IT,On Prem Server,2021-08-31 17:36:39,2021-08-31 17:43:58,2021-10-01 18:03:23,Sylviya,Satisfactory (3),Recommended Threat Assessment,,Mail
T456,High,Utah,Cyber Security Breach,Trojan Attack,Marketing,On Prem Server,2021-08-31 19:13:20,2021-09-01 13:43:18,2021-10-21 15:31:39,Veronica,Satisfactory (3),Recommended Threat Assessment,,Mail
T457,High,Florida,Cyber Consultation,Database Security,Manufacturing,On Prem Cloud,2021-09-01 19:08:32,2021-09-01 19:12:20,2021-09-08 21:13:57,Martina,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T458,High,Florida,Cyber Security Breach,Trojan Attack,IT,On Prem Server,2021-09-02 11:45:45,2021-09-02 11:47:18,2021-09-02 11:48:48,Charles,Satisfactory (3),Resolved,,Mail
T459,High,Montana,Cyber Consultation,Third Party Engagement,IT,On Prem Server,2021-09-02 13:40:44,2021-09-02 13:45:46,2021-09-02 14:05:41,Cinderalla,Excellent (5),Resolved,,Personal Call
T46,Medium,Illinois,Cyber Consultation,Third Party Engagement,IT,On Prem Server,2021-01-31 10:04:00,2021-01-31 10:04:20,2021-07-06 09:35:43,Allan,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T460,Medium,Virginia,Security Gap,Password non-expiry,Finance,On Prem Cloud,2021-09-03 02:59:37,2021-09-03 11:40:59,2021-09-21 20:09:04,Robbin,Excellent (5),Resolved,,Ticket Portal
T461,Medium,Pennsylvania,Security Gap,Unauthorized access,IT,On Prem Cloud,2021-09-06 13:03:35,2021-09-06 17:01:13,2021-09-13 17:26:17,Bob,Excellent (5),Resolved,,Ticket Portal
T462,High,California,Data Leak,Insider Threat,Manufacturing,Vendor Cloud,2021-09-08 18:35:34,2021-09-08 21:35:07,2021-09-22 12:04:47,Michael,Excellent (5),Advised for a risk assessment,,Ticket Portal
T463,High,California,Cyber Consultation,Secure Development,HR,On Prem Cloud,2021-09-08 22:24:11,2021-09-08 22:35:34,2021-09-15 20:31:14,Charlotte,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T464,Low,Massachusetts,Data Privacy,Privacy Assessment,IT,On Prem Cloud,2021-09-09 14:59:21,2021-09-10 10:43:13,2021-09-22 10:25:34,Sylviya,Satisfactory (3),Resolved,,Ticket Portal
T465,High,Minnesota,Cyber Security Breach,Firewall,Manufacturing,Vendor Cloud,2021-09-09 21:24:26,2021-09-09 21:58:16,2021-09-15 21:31:01,Martina,Good (4),Advised for a risk assessment,,Ticket Portal
T466,High,Virginia,Data Privacy,GDPR,HR,On Prem Cloud,2021-09-10 02:36:31,2021-09-10 10:34:52,2021-09-10 10:34:52,Sylviya,Excellent (5),Resolved,,Ticket Portal
T467,Medium,Colorado,Cyber Consultation,Access Management,Marketing,On Prem Server,2021-09-10 20:58:57,2021-09-10 23:21:37,2021-09-23 18:57:11,Martina,Good (4),Advised for a risk assessment,,Ticket Portal
T468,Low,Arizona,Cyber Consultation,BCP/DR,IT,On Prem Cloud,2021-09-14 01:10:02,2021-09-14 18:10:38,2021-09-21 12:18:42,Charles,Satisfactory (3),Resolved,,Ticket Portal
T469,Low,Wisconsin,Data Leak,Phishing,HR,On Prem Server,2021-09-14 02:23:43,2021-09-14 20:37:10,2021-09-20 18:33:28,Martina,Excellent (5),Resolved,,Ticket Portal
T47,Low,California,Cyber Consultation,BCP/DR,Marketing,Vendor Cloud,2021-01-31 11:13:11,2021-01-31 11:13:42,2021-01-31 11:38:41,Allan,Satisfactory (3),Resolved,,Mail
T470,High,California,Cyber Consultation,Access Management,HR,On Prem Server,2021-09-14 12:29:31,2021-09-14 20:10:23,2021-09-22 19:21:24,Charles,Good (4),Advised for a risk assessment,,Ticket Portal
T471,High,Tennessee,Data Leak,Phishing,Finance,On Prem Cloud,2021-09-14 17:25:07,2021-09-14 18:31:09,2021-10-07 09:17:49,Cinderalla,Satisfactory (3),Recommended Threat Assessment,,Ticket Portal
T472,High,Virginia,Cyber Security Breach,Trojan Attack,Marketing,On Prem Server,2021-09-15 02:59:37,2021-04-29 15:28:29,2022-02-08 20:37:15,Veronica,Excellent (5),Advised for a risk assessment,,Ticket Portal
T473,High,California,Data Privacy,Privacy Assessment,Finance,On Prem Server,2021-09-15 11:16:20,2021-09-15 14:25:23,2021-10-01 10:15:56,Sylviya,Excellent (5),Resolved,,Ticket Portal
T474,High,California,Cyber Security Breach,Spyware,IT,On Prem Server,2021-09-15 13:21:53,2021-09-15 13:22:13,2021-09-23 10:28:55,Allan,Excellent (5),Resolved,,Mail
T475,High,Virginia,Data Leak,Insider Threat,Marketing,On Prem Cloud,2021-09-15 17:57:56,2021-09-15 18:20:21,2021-09-29 18:47:35,Martina,Excellent (5),Resolved,,Ticket Portal
T476,Medium,California,Cyber Consultation,Application Offboarding,Legal,On Prem Server,2021-09-15 18:40:33,2021-09-16 09:51:07,2021-09-23 10:17:07,Bob,Excellent (5),Advised for a risk assessment,,Ticket Portal
T477,High,California,Cyber Consultation,New Application Launch,Legal,On Prem Cloud,2021-09-15 21:28:57,2021-09-16 17:33:50,2021-09-21 20:10:39,Robbin,Unsatisfactory (2),Advised for a risk assessment,Yes,Ticket Portal
T478,Medium,North Carolina,Data Privacy,GDPR,Manufacturing,On Prem Cloud,2021-09-16 12:51:29,2021-09-16 13:07:47,2021-09-16 17:55:40,Cinderalla,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T479,Low,California,Cyber Consultation,BCP/DR,HR,Vendor Cloud,2021-09-16 22:10:32,2021-09-16 22:10:32,2021-09-16 22:10:32,Veronica,Unsatisfactory (2),Recommended Threat Assessment,Yes,Ticket Portal
T48,High,Florida,Cyber Security Breach,Malware Attack,IT,On Prem Cloud,2021-01-31 15:53:46,2021-01-31 15:56:06,2021-06-04 12:27:03,Martina,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T480,Low,Utah,Data Privacy,HIPAA,HR,On Prem Server,2021-09-17 09:59:59,2021-09-17 10:57:58,2021-10-20 14:47:28,Robbin,Unsatisfactory (2),Recommended Threat Assessment,Yes,Ticket Portal
T481,High,Texas,Cyber Security Breach,Firewall,Manufacturing,Vendor Cloud,2021-09-17 13:24:10,2021-09-17 13:24:10,2021-09-17 13:24:10,Veronica,Excellent (5),Resolved,,Ticket Portal
T482,High,Illinois,Cyber Consultation,BCP/DR,Marketing,On Prem Server,2021-09-17 21:45:41,2021-09-20 09:20:15,2021-09-23 10:19:15,Bob,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T483,High,California,Data Leak,Insider Threat,HR,On Prem Cloud,2021-09-17 21:50:38,2021-09-17 22:03:06,2021-09-23 18:47:53,Veronica,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T484,Low,Utah,Cyber Consultation,Network Security,IT,Vendor Cloud,2021-09-20 14:11:24,2021-09-20 14:50:29,2021-09-22 16:12:13,Robbin,Unsatisfactory (2),Advised for a risk assessment,Yes,Mail
T485,Medium,Missouri,Data Privacy,Privacy Assessment,IT,On Prem Cloud,2021-09-20 15:45:46,2021-09-20 15:47:30,2022-02-01 12:40:11,Sebastian,Excellent (5),Recommended Threat Assessment,,Mail
T486,Low,Massachusetts,Data Leak,Insider Threat,Marketing,Vendor Cloud,2021-09-21 07:24:40,2021-09-21 10:49:34,2021-10-06 16:21:36,Bob,Excellent (5),Advised for a risk assessment,,Ticket Portal
T487,Low,Ohio,Data Privacy,GDPR,Finance,On Prem Cloud,2021-09-21 10:42:12,2021-09-21 18:02:25,2021-10-25 13:07:26,Allan,Good (4),Resolved,,Ticket Portal
T488,High,New York,Cyber Security Breach,Firewall,Legal,On Prem Server,2021-09-21 21:05:45,2021-09-21 21:37:15,2021-10-25 20:26:53,Sebastian,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T489,High,Missouri,Data Leak,Phishing,HR,On Prem Server,2021-09-22 11:48:23,2021-09-22 11:54:10,2021-09-30 13:01:57,Robbin,Good (4),Resolved,,Personal Call
T49,High,California,Data Privacy,GDPR,IT,On Prem Server,2021-02-03 22:09:07,2021-02-03 22:12:12,2021-02-10 18:32:15,Martina,Good (4),Resolved,,Personal Call
T490,Medium,Texas,Data Leak,Insider Threat,Finance,On Prem Server,2021-09-22 12:12:09,2021-09-22 14:48:27,2021-12-22 23:49:14,Aleena,Unsatisfactory (2),Recommended Threat Assessment,Yes,Mail
T491,Low,California,Security Gap,Password non-expiry,Finance,On Prem Server,2021-09-22 14:35:27,2021-09-22 14:38:41,2021-09-28 11:21:15,Cinderalla,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T492,Low,New York,Cyber Consultation,New Application Launch,Marketing,Vendor Cloud,2021-09-23 14:09:41,2021-04-28 22:11:07,2021-10-14 17:03:56,Allan,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T493,High,Oklahoma,Cyber Consultation,New Application Launch,HR,On Prem Server,2021-09-23 18:45:28,2021-09-23 18:49:31,2021-09-25 00:02:49,Martina,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T494,Low,Iowa,Data Privacy,Privacy Assessment,Marketing,On Prem Cloud,2021-09-23 21:01:38,2021-09-23 21:06:42,2021-11-01 17:32:08,Martina,Excellent (5),Resolved,,Ticket Portal
T495,Low,District of Columbia,Data Privacy,HIPAA,Finance,On Prem Server,2021-09-23 22:31:47,2021-09-24 11:04:02,2021-09-28 15:47:16,Sebastian,Excellent (5),Resolved,,Ticket Portal
T496,Low,Illinois,Data Privacy,PCI-DSS,HR,On Prem Server,2021-09-23 23:16:48,2021-09-24 11:55:52,2021-09-30 19:19:01,Charles,Unsatisfactory (2),Recommended Threat Assessment,,Mail
T497,High,Arizona,Security Gap,Unauthorized access,Manufacturing,On Prem Cloud,2021-09-24 20:21:57,2021-09-24 20:27:03,2021-09-24 20:27:03,Veronica,Excellent (5),Resolved,,Ticket Portal
T498,High,New York,Cyber Security Breach,Malware Attack,Manufacturing,On Prem Server,2021-09-27 11:29:21,2021-09-27 12:45:51,2021-10-01 17:44:27,Kareema,Satisfactory (3),Resolved,,Mail
T499,High,Virginia,Security Gap,Unauthorized software,HR,On Prem Server,2021-09-28 12:01:29,2021-09-28 13:14:22,2021-10-01 08:13:56,Cinderalla,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T50,High,Arizona,Cyber Security Breach,Malware Attack,Finance,On Prem Cloud,2021-02-04 10:26:49,2021-02-04 10:27:05,2021-02-04 11:47:07,Allan,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T500,Low,California,Security Gap,Obsolete Software,Finance,Vendor Cloud,2021-09-28 18:44:27,2021-09-29 10:33:01,2021-10-01 11:17:12,Charles,Satisfactory (3),Advised for a risk assessment,,Personal Call
T501,Low,Utah,Data Leak,Vishing,IT,On Prem Server,2021-09-28 19:17:21,2021-09-29 09:41:29,2021-09-29 16:25:44,Cinderalla,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T502,High,Delaware,Data Leak,Phishing,IT,On Prem Cloud,2021-09-29 11:51:24,2021-09-29 17:15:04,2022-01-12 21:48:00,Martina,Good (4),Resolved,,Ticket Portal
T503,High,Texas,Data Leak,Insider Threat,Finance,On Prem Cloud,2021-09-29 12:51:18,2021-09-30 08:19:17,2022-03-03 16:50:49,Cinderalla,Satisfactory (3),Resolved,,Ticket Portal
T504,High,New York,Cyber Consultation,BCP/DR,Legal,On Prem Server,2021-09-29 17:55:52,2021-09-29 20:17:51,2021-10-25 16:07:36,Veronica,Excellent (5),Advised for a risk assessment,,Mail
T505,Low,California,Cyber Consultation,BCP/DR,Manufacturing,Vendor Cloud,2021-09-29 19:47:06,2021-09-29 19:52:14,2021-10-01 17:00:13,Charles,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T506,Medium,Georgia,Cyber Consultation,Access Management,HR,Vendor Cloud,2021-09-29 20:50:04,2021-09-29 20:56:31,2021-10-07 21:59:13,Martina,Excellent (5),Resolved,,Ticket Portal
T507,High,Texas,Data Privacy,HIPAA,Finance,On Prem Server,2021-09-30 20:29:48,2021-09-30 20:30:27,2021-09-30 20:31:39,Allan,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T508,Low,Arizona,Cyber Consultation,Encryption,HR,Vendor Cloud,2021-09-30 20:36:48,2021-09-30 20:39:59,2021-09-30 20:40:18,Allan,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T509,Low,New Jersey,Security Gap,Unauthorized access,Manufacturing,On Prem Server,2021-09-30 20:43:03,2021-09-30 20:43:17,2021-09-30 20:44:31,Allan,Excellent (5),Advised for a risk assessment,,Personal Call
T51,High,Utah,Data Privacy,HIPAA,Legal,On Prem Cloud,2021-02-06 23:44:19,2021-02-06 23:57:45,2021-02-10 17:53:51,Martina,Good (4),Recommended Threat Assessment,,Ticket Portal
T510,Medium,New Jersey,Security Gap,Unauthorized software,Marketing,Vendor Cloud,2021-09-30 20:49:12,2021-09-30 20:49:37,2021-09-30 20:51:31,Allan,Good (4),Advised for a risk assessment,,Ticket Portal
T511,Low,California,Cyber Consultation,Application Offboarding,Finance,On Prem Cloud,2021-09-30 20:54:01,2021-09-30 20:54:15,2021-09-30 20:56:21,Allan,Satisfactory (3),Resolved,,Ticket Portal
T512,High,Indiana,Cyber Security Breach,Malware Attack,Legal,Vendor Cloud,2021-09-30 20:58:43,2021-09-30 21:09:39,2021-09-30 21:11:06,Allan,Unsatisfactory (2),Resolved,,Ticket Portal
T513,High,New Jersey,Data Leak,Phishing,IT,Vendor Cloud,2021-09-30 21:14:28,2021-09-30 21:14:41,2021-09-30 21:18:24,Allan,Excellent (5),Advised for a risk assessment,,Personal Call
T514,High,Pennsylvania,Data Leak,Insider Threat,Marketing,On Prem Cloud,2021-10-01 15:47:46,2021-10-01 15:48:44,2021-10-08 09:32:19,Charles,Excellent (5),Resolved,,Personal Call
T515,Low,Kansas,Data Leak,Phishing,Marketing,On Prem Cloud,2021-10-01 19:27:51,2021-10-04 10:43:58,2022-03-17 22:08:02,Veronica,Excellent (5),Resolved,,Ticket Portal
T516,Low,New York,Data Privacy,Privacy Assessment,Marketing,Vendor Cloud,2021-10-04 16:46:38,2021-10-04 16:49:06,2021-10-04 20:36:41,Sebastian,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T517,Low,Virginia,Data Privacy,Privacy Assessment,IT,On Prem Cloud,2021-10-05 18:19:50,2021-10-05 18:21:16,2021-10-05 18:23:18,Veronica,Excellent (5),Resolved,,Mail
T518,High,California,Data Privacy,HIPAA,IT,Vendor Cloud,2021-10-05 23:22:09,2021-10-05 23:23:16,2021-10-25 16:38:29,Martina,Good (4),Resolved,,Ticket Portal
T519,High,Pennsylvania,Cyber Security Breach,Firewall,Legal,On Prem Server,2021-10-06 01:22:25,2021-10-06 10:21:27,2021-10-26 14:09:17,Charles,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T52,High,Missouri,Data Privacy,GDPR,Manufacturing,On Prem Server,2021-02-06 23:44:19,2021-02-06 23:57:45,2021-02-10 17:53:51,Martina,Excellent (5),Advised for a risk assessment,,Ticket Portal
T520,Low,California,Data Privacy,HIPAA,Finance,On Prem Cloud,2021-10-06 02:23:35,2021-10-06 11:39:08,2021-10-06 11:39:08,Cinderalla,Excellent (5),Resolved,,Ticket Portal
T521,Low,Colorado,Data Leak,Vishing,Manufacturing,Vendor Cloud,2021-10-06 18:36:46,2021-10-06 18:40:27,2021-10-08 11:59:32,Sean,Excellent (5),Recommended Threat Assessment,,Personal Call
T522,Medium,Arizona,Data Leak,Insider Threat,HR,On Prem Cloud,2021-10-07 19:27:15,2021-10-07 20:04:28,2021-10-19 19:36:26,Cinderalla,Good (4),Resolved,,Personal Call
T523,Medium,California,Data Leak,Phishing,Marketing,On Prem Server,2021-10-07 23:39:49,2021-10-07 23:43:48,2021-10-13 20:31:49,Martina,Satisfactory (3),Resolved,,Mail
T524,High,Colorado,Security Gap,Password non-expiry,IT,On Prem Cloud,2021-10-11 21:12:09,2021-10-11 21:17:57,2021-10-25 17:25:23,Martina,Good (4),Recommended Threat Assessment,,Ticket Portal
T525,High,Texas,Cyber Security Breach,Firewall,IT,On Prem Server,2021-10-12 18:58:29,2021-10-12 20:25:06,2021-11-19 11:08:33,Robbin,Excellent (5),Resolved,,Ticket Portal
T526,High,Colorado,Security Gap,Unauthorized access,Legal,Vendor Cloud,2021-10-13 06:08:45,2021-10-13 10:00:27,2021-10-13 10:00:27,Veronica,Good (4),Resolved,,Ticket Portal
T527,High,Maryland,Cyber Security Breach,Firewall,Finance,On Prem Server,2021-10-13 18:12:50,2021-10-13 18:56:01,2021-10-13 18:56:01,Sean,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T528,Low,New York,Data Privacy,Privacy Assessment,HR,Vendor Cloud,2021-10-13 20:06:10,2021-10-14 02:00:50,2021-11-01 22:11:08,Martina,Excellent (5),Resolved,,Personal Call
T529,High,Virginia,Data Privacy,GDPR,IT,On Prem Cloud,2021-10-14 15:06:33,2021-10-14 16:57:34,2022-02-28 15:32:27,Veronica,Excellent (5),Resolved,,Ticket Portal
T53,Medium,California,Security Gap,Obsolete Software,Marketing,Vendor Cloud,2021-02-07 14:38:25,2021-02-07 14:41:55,2021-09-03 17:36:57,Kareema,Satisfactory (3),Resolved,,Ticket Portal
T530,Low,Arizona,Security Gap,Password non-expiry,IT,On Prem Server,2021-10-14 19:27:02,2021-10-14 19:30:21,2021-10-27 20:11:58,Martina,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T531,Low,Iowa,Cyber Consultation,New Application Launch,Finance,On Prem Server,2021-10-14 21:36:25,2021-10-15 13:40:03,2021-10-22 17:29:53,Sylviya,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T532,High,Georgia,Cyber Consultation,Application Offboarding,Legal,On Prem Server,2021-10-15 22:01:18,2021-10-18 10:05:10,2021-10-26 14:13:52,Charles,Excellent (5),Advised for a risk assessment,,Ticket Portal
T533,High,Michigan,Cyber Security Breach,Firewall,IT,Vendor Cloud,2021-10-18 18:36:17,2021-10-18 19:16:47,2021-10-26 20:39:53,Sean,Good (4),Resolved,,Ticket Portal
T534,Low,Colorado,Data Privacy,HIPAA,IT,On Prem Server,2021-10-18 19:02:37,2021-10-18 19:45:17,2021-10-21 18:01:31,Martina,Good (4),Resolved,,Ticket Portal
T535,High,Texas,Data Privacy,GDPR,HR,On Prem Cloud,2021-10-18 23:45:04,2021-10-20 10:13:06,2021-10-26 14:16:18,Charles,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T536,High,Indiana,Cyber Consultation,Application Offboarding,IT,On Prem Cloud,2021-10-19 22:14:21,2021-10-19 22:58:40,2021-10-19 23:05:14,Martina,Good (4),Resolved,,Ticket Portal
T537,Medium,Texas,Data Leak,Insider Threat,IT,Vendor Cloud,2021-10-19 23:28:45,2021-10-20 16:52:53,2021-10-25 18:03:59,Aleena,Excellent (5),Resolved,,Personal Call
T538,Low,New York,Data Leak,Vishing,Manufacturing,On Prem Cloud,2021-10-20 17:39:00,2021-10-20 17:39:25,2021-10-22 15:37:49,Veronica,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T539,Medium,California,Data Privacy,Privacy Assessment,IT,On Prem Cloud,2021-10-20 19:32:16,2021-10-20 19:39:30,2021-10-21 16:28:22,Martina,Good (4),Resolved,,Ticket Portal
T54,High,Michigan,Data Leak,Insider Threat,IT,Vendor Cloud,2021-02-07 20:22:30,2021-02-07 20:23:21,2021-02-11 17:45:13,Veronica,Good (4),Resolved,,Personal Call
T540,High,Alabama,Cyber Security Breach,Spyware,Legal,On Prem Cloud,2021-10-22 20:24:17,2021-10-22 20:59:24,2021-10-25 20:00:50,Martina,Good (4),Advised for a risk assessment,,Personal Call
T541,Medium,South Carolina,Cyber Consultation,New Application Launch,Finance,On Prem Server,2021-10-22 20:38:33,2021-10-22 21:03:26,2021-10-25 18:14:39,Martina,Unsatisfactory (2),Resolved,,Mail
T542,Medium,Massachusetts,Cyber Consultation,Network Security,HR,On Prem Server,2021-10-25 10:59:44,2021-09-16 22:10:32,2021-10-25 11:13:59,Veronica,Good (4),Recommended Threat Assessment,,Ticket Portal
T543,Medium,Tennessee,Data Leak,Phishing,IT,Vendor Cloud,2021-10-26 12:40:53,2021-10-26 13:37:59,2021-11-03 19:00:56,Benny,Excellent (5),Resolved,,Ticket Portal
T544,High,Florida,Data Leak,Insider Threat,Marketing,On Prem Server,2021-10-26 13:28:24,2021-10-26 15:16:05,2021-10-26 15:21:02,Veronica,Excellent (5),Advised for a risk assessment,,Ticket Portal
T545,High,Missouri,Data Leak,Insider Threat,Finance,Vendor Cloud,2021-10-26 18:16:54,2021-10-26 18:17:56,2021-11-10 19:04:40,Robbin,Excellent (5),Advised for a risk assessment,,Ticket Portal
T546,Low,Virginia,Data Privacy,PCI-DSS,IT,Vendor Cloud,2021-10-27 11:38:37,2021-10-27 11:39:30,2021-11-10 11:18:49,Veronica,Excellent (5),Advised for a risk assessment,,Ticket Portal
T547,High,Texas,Cyber Security Breach,Malware Attack,HR,Vendor Cloud,2021-10-27 17:17:13,2021-10-27 17:17:46,2021-11-05 12:27:55,Robbin,Excellent (5),Resolved,,Mail
T548,High,Ohio,Data Leak,Phishing,IT,On Prem Server,2021-10-28 03:12:39,2021-10-28 09:42:46,2021-11-05 17:39:37,Sean,Unsatisfactory (2),Resolved,,Ticket Portal
T549,High,Michigan,Data Privacy,PCI-DSS,Legal,On Prem Cloud,2021-10-28 19:24:24,2021-10-29 16:35:04,2021-11-08 16:56:27,Charlotte,Good (4),Recommended Threat Assessment,,Ticket Portal
T55,Medium,Oregon,Data Privacy,GDPR,HR,Vendor Cloud,2021-02-11 12:15:51,2021-02-11 12:16:58,2021-02-13 22:08:47,Charlotte,Excellent (5),Resolved,,Ticket Portal
T550,High,New York,Data Privacy,Privacy Assessment,HR,On Prem Cloud,2021-10-28 20:24:43,2021-10-28 20:25:37,2021-10-28 20:26:27,Veronica,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T551,High,California,Data Leak,Insider Threat,HR,On Prem Server,2021-10-29 16:12:14,2021-07-28 23:43:40,2021-11-03 12:06:31,Charles,Unsatisfactory (2),Resolved,,Ticket Portal
T552,Medium,Wisconsin,Data Leak,Vishing,HR,On Prem Server,2021-11-01 13:15:13,2021-11-01 13:17:05,2021-11-05 12:29:51,Robbin,Good (4),Recommended Threat Assessment,,Ticket Portal
T553,High,Massachusetts,Data Leak,Insider Threat,Legal,On Prem Server,2021-11-02 01:41:15,2021-11-02 01:43:08,2021-12-21 18:52:41,Martina,Unsatisfactory (2),Resolved,,Ticket Portal
T554,Low,Florida,Data Privacy,HIPAA,Legal,On Prem Server,2021-11-02 02:51:23,2021-11-02 17:36:07,2021-11-09 14:37:26,Michael,Excellent (5),Recommended Threat Assessment,,Mail
T555,High,Florida,Cyber Consultation,Secure Development,Finance,On Prem Server,2021-11-02 10:45:58,2021-11-02 17:37:15,2021-11-11 11:45:10,Sean,Good (4),Advised for a risk assessment,,Mail
T556,High,California,Data Privacy,GDPR,Legal,On Prem Server,2021-11-02 21:36:01,2021-11-02 21:37:31,2021-11-02 21:37:31,Sylviya,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T557,High,New Jersey,Security Gap,Unauthorized access,Marketing,Vendor Cloud,2021-11-03 18:48:47,2021-11-03 20:07:51,2021-11-26 16:38:38,Allan,Excellent (5),Resolved,,Ticket Portal
T558,Low,New York,Cyber Consultation,Third Party Engagement,Manufacturing,On Prem Cloud,2021-11-05 23:05:32,2021-11-06 00:35:15,2021-11-18 22:52:22,Martina,Excellent (5),Advised for a risk assessment,,Ticket Portal
T559,High,Massachusetts,Data Privacy,GDPR,IT,On Prem Cloud,2021-11-08 19:59:51,2021-11-08 21:23:00,2021-11-22 11:36:01,Bob,Good (4),Recommended Threat Assessment,,Ticket Portal
T56,Medium,Colorado,Cyber Consultation,Segregation of Duties,Finance,On Prem Cloud,2021-02-11 18:15:29,2021-02-11 18:15:52,2021-02-13 11:10:23,Benny,Good (4),Advised for a risk assessment,,Ticket Portal
T560,High,California,Data Privacy,PCI-DSS,Legal,On Prem Cloud,2021-11-09 00:13:47,2021-11-09 00:23:57,2021-11-12 17:47:45,Martina,Excellent (5),Resolved,,Ticket Portal
T561,Medium,Missouri,Cyber Consultation,Database Security,Legal,On Prem Server,2021-11-09 01:12:13,2021-11-09 14:29:52,2021-11-17 20:13:57,Sean,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T562,Medium,California,Data Privacy,GDPR,IT,Vendor Cloud,2021-11-09 18:17:18,2021-11-09 18:20:08,2021-11-29 11:01:22,Kareema,Excellent (5),Advised for a risk assessment,,Ticket Portal
T563,High,California,Data Leak,Insider Threat,IT,On Prem Cloud,2021-11-09 19:19:59,2021-11-09 19:22:38,2021-12-21 18:56:02,Martina,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T564,High,Arizona,Cyber Security Breach,Malware Attack,Finance,On Prem Server,2021-11-10 18:51:01,2021-11-10 18:51:39,2021-11-10 18:54:10,Robbin,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T565,Medium,Oregon,Data Leak,Insider Threat,Finance,On Prem Cloud,2021-11-11 04:19:23,2021-11-11 17:31:27,2021-11-11 17:31:27,Sylviya,Excellent (5),Resolved,,Ticket Portal
T566,High,North Carolina,Cyber Security Breach,Firewall,IT,On Prem Server,2021-11-15 19:15:30,2021-11-15 19:27:29,2021-11-15 19:27:29,Martina,Excellent (5),Recommended Threat Assessment,,Personal Call
T567,High,Maryland,Data Leak,Insider Threat,Manufacturing,On Prem Server,2021-11-16 17:14:34,2021-11-16 18:19:41,2021-12-03 16:52:36,Michael,Excellent (5),Resolved,,Ticket Portal
T568,Low,Florida,Cyber Consultation,New Application Launch,Finance,On Prem Cloud,2021-11-16 20:20:20,2021-11-17 10:17:57,2021-11-25 10:30:14,Cinderalla,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T569,High,Indiana,Cyber Security Breach,Spyware,Marketing,On Prem Cloud,2021-11-17 02:08:37,2021-11-17 02:12:55,2021-11-18 22:53:32,Martina,Good (4),Resolved,,Ticket Portal
T57,Medium,District of Columbia,Cyber Consultation,Segregation of Duties,IT,On Prem Server,2021-02-11 23:36:34,2021-02-12 01:18:18,2021-02-17 21:45:50,Martina,Good (4),Recommended Threat Assessment,,Ticket Portal
T570,High,Georgia,Data Privacy,Privacy Assessment,Finance,On Prem Server,2021-11-17 18:04:28,2021-11-17 18:11:17,2021-11-19 09:47:48,Charles,Unsatisfactory (2),Resolved,,Ticket Portal
T571,Medium,Kansas,Data Privacy,HIPAA,Finance,Vendor Cloud,2021-11-17 19:16:49,2021-11-17 19:29:03,2021-11-25 14:18:32,Sylviya,Excellent (5),Advised for a risk assessment,,Mail
T572,Low,Ohio,Data Privacy,PCI-DSS,IT,On Prem Server,2021-11-18 11:19:52,2021-11-18 11:20:20,2021-11-18 11:21:41,Robbin,Good (4),Resolved,,Ticket Portal
T573,Low,California,Data Leak,Vishing,Marketing,On Prem Server,2021-11-18 11:23:54,2021-11-18 11:24:26,2022-01-06 17:54:48,Robbin,Good (4),Resolved,,Ticket Portal
