Ticket No,Priority,State,Category,Sub Category,Skill Team,Hosting,Create Date,Picked Date,Completed Date,Assignee,Customer Rating,Outcome,Escalated,Reached via,text
T381,Medium,New York,Data Privacy,PCI-DSS,Legal,On Prem Server,2021-08-04 14:44:27,2021-08-04 14:44:57,2021-08-05 18:25:51,Sean,Satisfactory (3),Recommended Threat Assessment,,Mail,Data Privacy PCI-DSS Recommended Threat Assessment Medium Legal
T382,Medium,Alabama,Data Privacy,PCI-DSS,IT,On Prem Server,2021-08-04 14:50:22,2021-08-04 14:50:41,2021-08-19 22:47:29,Sean,Good (4),Advised for a risk assessment,,Ticket Portal,Data Privacy PCI-DSS Advised for a risk assessment Medium IT
T383,Medium,New York,Data Leak,Insider Threat,IT,On Prem Server,2021-08-04 15:00:34,2021-08-04 15:01:59,2021-08-23 19:30:33,Veronica,Satisfactory (3),Resolved,,Ticket Portal,Data Leak Insider Threat Resolved Medium IT
T384,High,Florida,Data Leak,Phishing,Marketing,On Prem Server,2021-08-04 19:13:59,2021-08-04 19:16:32,2021-08-05 17:16:54,Charles,Excellent (5),Advised for a risk assessment,,Mail,Data Leak Phishing Advised for a risk assessment High Marketing
T385,High,Colorado,Cyber Security Breach,Malware Attack,IT,On Prem Server,2021-08-04 19:34:22,2021-08-04 20:05:38,2021-08-17 18:44:43,Martina,Good (4),Resolved,,Ticket Portal,Cyber Security Breach Malware Attack Resolved High IT
T386,Low,Idaho,Data Privacy,PCI-DSS,HR,On Prem Cloud,2021-08-04 22:54:51,2021-08-05 12:30:02,2021-08-22 19:09:38,Bob,Excellent (5),Resolved,,Mail,Data Privacy PCI-DSS Resolved Low HR
T387,Low,New Jersey,Data Privacy,HIPAA,Finance,On Prem Server,2021-08-05 18:19:30,2021-08-05 18:25:55,2021-08-10 13:07:26,Cinderalla,Satisfactory (3),Recommended Threat Assessment,,Personal Call,Data Privacy HIPAA Recommended Threat Assessment Low Finance
T388,High,Michigan,Data Leak,Insider Threat,IT,Vendor Cloud,2021-08-05 18:58:39,2021-08-05 19:01:40,2021-08-13 12:56:39,Robbin,Good (4),Advised for a risk assessment,,Ticket Portal,Data Leak Insider Threat Advised for a risk assessment High IT
T389,Low,District of Columbia,Data Privacy,HIPAA,HR,On Prem Cloud,2021-08-05 19:24:29,2021-08-05 19:25:40,2021-08-05 22:13:44,Veronica,Good (4),Resolved,,Ticket Portal,Data Privacy HIPAA Resolved Low HR
T39,Medium,California,Data Privacy,Privacy Assessment,Finance,On Prem Cloud,2021-01-27 17:44:51,2021-01-27 18:14:42,2021-06-03 19:26:23,Martina,Unsatisfactory (2),Recommended Threat Assessment,Yes,Mail,Data Privacy Privacy Assessment Recommended Threat Assessment Medium Finance
T390,High,Maryland,Cyber Security Breach,Malware Attack,HR,On Prem Server,2021-08-06 10:04:59,2021-08-06 10:05:50,2021-08-10 17:45:27,Charles,Excellent (5),Resolved,,Ticket Portal,Cyber Security Breach Malware Attack Resolved High HR
T391,High,Illinois,Cyber Consultation,BCP/DR,Finance,On Prem Server,2021-08-06 11:34:25,2021-08-06 11:38:14,2021-08-09 18:46:34,Cinderalla,Good (4),Resolved,,Ticket Portal,Cyber Consultation BCP/DR Resolved High Finance
T392,High,Georgia,Cyber Consultation,Secure Development,Manufacturing,On Prem Server,2021-08-06 13:02:14,2021-08-06 13:05:32,2021-08-13 12:44:48,Charles,Unsatisfactory (2),Resolved,Yes,Mail,Cyber Consultation Secure Development Resolved High Manufacturing
T393,Low,Texas,Cyber Consultation,Secure Development,Manufacturing,On Prem Server,2021-08-06 13:09:03,2021-08-06 13:10:16,2021-08-06 13:17:17,Veronica,Satisfactory (3),Resolved,,Ticket Portal,Cyber Consultation Secure Development Resolved Low Manufacturing
T394,Low,California,Data Privacy,GDPR,Finance,On Prem Server,2021-08-06 13:23:57,2021-08-06 13:25:00,2021-08-06 13:26:14,Veronica,Excellent (5),Advised for a risk assessment,,Ticket Portal,Data Privacy GDPR Advised for a risk assessment Low Finance
T395,High,New York,Cyber Security Breach,Firewall,Marketing,Vendor Cloud,2021-08-06 15:03:17,2021-09-17 13:24:10,2021-09-22 10:09:31,Sebastian,Good (4),Advised for a risk assessment,,Ticket Portal,Cyber Security Breach Firewall Advised for a risk assessment High Marketing
T396,Low,Nevada,Data Leak,Vishing,Finance,On Prem Cloud,2021-08-06 21:42:24,2021-08-08 09:17:06,2021-10-18 11:47:04,Cinderalla,Good (4),Resolved,,Ticket Portal,Data Leak Vishing Resolved Low Finance
T397,High,Maryland,Data Leak,Insider Threat,IT,On Prem Cloud,2021-08-09 17:33:27,2021-08-09 17:35:00,2021-08-11 08:48:03,Allan,Good (4),Resolved,,Ticket Portal,Data Leak Insider Threat Resolved High IT
T398,High,Washington,Data Privacy,HIPAA,Finance,On Prem Server,2021-08-09 22:14:27,2021-08-10 10:18:56,2021-08-23 17:25:16,Cinderalla,Excellent (5),Resolved,,Ticket Portal,Data Privacy HIPAA Resolved High Finance
T399,High,Illinois,Cyber Consultation,BCP/DR,Finance,On Prem Server,2021-08-10 14:27:41,2021-08-10 14:30:47,2021-08-11 12:43:00,Cinderalla,Satisfactory (3),Recommended Threat Assessment,,Ticket Portal,Cyber Consultation BCP/DR Recommended Threat Assessment High Finance
T40,Low,Washington,Cyber Consultation,Secure Development,HR,Vendor Cloud,2021-01-27 21:00:20,2021-01-27 21:00:52,2021-01-27 21:20:08,Martina,Excellent (5),Recommended Threat Assessment,,Ticket Portal,Cyber Consultation Secure Development Recommended Threat Assessment Low HR
T400,High,Texas,Cyber Security Breach,Trojan Attack,Manufacturing,Vendor Cloud,2021-08-10 19:42:34,2021-08-10 19:47:33,2021-08-18 09:54:05,Cinderalla,Excellent (5),Advised for a risk assessment,,Personal Call,Cyber Security Breach Trojan Attack Advised for a risk assessment High Manufacturing
T401,High,West Virginia,Cyber Consultation,Encryption,IT,On Prem Cloud,2021-08-10 23:16:59,2021-08-11 09:43:35,2021-08-13 19:02:27,Charles,Excellent (5),Advised for a risk assessment,,Mail,Cyber Consultation Encryption Advised for a risk assessment High IT
T402,Low,Ohio,Data Privacy,Privacy Assessment,Finance,On Prem Server,2021-08-11 19:22:32,2021-08-11 19:25:02,2021-08-17 17:19:02,Charles,Satisfactory (3),Resolved,,Ticket Portal,Data Privacy Privacy Assessment Resolved Low Finance
T403,Low,Indiana,Data Privacy,Privacy Assessment,HR,On Prem Server,2021-08-12 14:22:52,2021-08-12 14:27:44,2021-08-16 22:01:09,Cinderalla,Excellent (5),Advised for a risk assessment,,Mail,Data Privacy Privacy Assessment Advised for a risk assessment Low HR
T404,Medium,Georgia,Data Privacy,Privacy Assessment,IT,On Prem Server,2021-08-12 15:16:14,2021-08-13 12:34:33,2021-09-16 14:45:31,Robbin,Excellent (5),Advised for a risk assessment,,Ticket Portal,Data Privacy Privacy Assessment Advised for a risk assessment Medium IT
T405,High,Delaware,Cyber Security Breach,Trojan Attack,HR,On Prem Server,2021-08-13 13:35:39,2021-08-13 13:42:34,2021-08-17 20:54:57,Sylviya,Excellent (5),Recommended Threat Assessment,,Ticket Portal,Cyber Security Breach Trojan Attack Recommended Threat Assessment High HR
T406,Low,California,Data Privacy,PCI-DSS,Manufacturing,Vendor Cloud,2021-08-13 14:39:41,2021-08-13 14:40:59,2021-08-25 17:25:08,Sebastian,Good (4),Recommended Threat Assessment,,Personal Call,Data Privacy PCI-DSS Recommended Threat Assessment Low Manufacturing
T407,Medium,Georgia,Data Privacy,HIPAA,IT,Vendor Cloud,2021-08-13 17:30:12,2021-08-13 22:27:06,2021-08-16 23:06:49,Martina,Unsatisfactory (2),Resolved,Yes,Ticket Portal,Data Privacy HIPAA Resolved Medium IT
T408,Low,Virginia,Data Leak,Phishing,IT,Vendor Cloud,2021-08-14 00:01:01,2021-08-30 12:34:46,2021-09-07 18:27:42,Robbin,Excellent (5),Advised for a risk assessment,,Ticket Portal,Data Leak Phishing Advised for a risk assessment Low IT
T409,High,Washington,Data Privacy,PCI-DSS,Finance,On Prem Server,2021-08-14 01:33:17,2021-08-16 09:18:53,2021-08-20 18:47:07,Veronica,Excellent (5),Recommended Threat Assessment,,Personal Call,Data Privacy PCI-DSS Recommended Threat Assessment High Finance
T41,Medium,Tennessee,Cyber Consultation,BCP/DR,IT,On Prem Server,2021-01-28 20:30:03,2021-01-31 08:53:33,2021-06-15 11:00:25,Martina,Excellent (5),Advised for a risk assessment,,Ticket Portal,Cyber Consultation BCP/DR Advised for a risk assessment Medium IT
T410,Low,California,Data Privacy,Privacy Assessment,Finance,Vendor Cloud,2021-08-16 13:33:27,2021-08-16 13:35:46,2021-08-23 19:23:43,Veronica,Excellent (5),Resolved,,Personal Call,Data Privacy Privacy Assessment Resolved Low Finance
T411,High,Georgia,Data Privacy,GDPR,Finance,Vendor Cloud,2021-08-16 15:02:31,2021-08-16 15:05:20,2021-08-19 14:15:07,Aleena,Good (4),Resolved,,Ticket Portal,Data Privacy GDPR Resolved High Finance
T412,Medium,North Carolina,Cyber Consultation,Access Management,Finance,On Prem Server,2021-08-16 15:37:59,2021-08-16 15:38:41,2021-08-16 15:39:25,Charles,Excellent (5),Resolved,,Mail,Cyber Consultation Access Management Resolved Medium Finance
T413,High,Illinois,Data Privacy,GDPR,Marketing,On Prem Cloud,2021-08-16 16:22:44,2021-08-16 16:45:41,2021-08-25 17:43:49,Veronica,Satisfactory (3),Advised for a risk assessment,,Ticket Portal,Data Privacy GDPR Advised for a risk assessment High Marketing
T414,High,Kansas,Cyber Consultation,BCP/DR,Marketing,On Prem Cloud,2021-08-16 19:51:29,2021-08-16 20:44:51,2021-08-20 18:18:12,Martina,Excellent (5),Advised for a risk assessment,,Mail,Cyber Consultation BCP/DR Advised for a risk assessment High Marketing
T415,High,Texas,Cyber Security Breach,Malware Attack,Finance,Vendor Cloud,2021-08-17 14:23:36,2021-08-17 14:36:13,2021-09-16 09:41:10,Charles,Excellent (5),Resolved,,Personal Call,Cyber Security Breach Malware Attack Resolved High Finance
T416,Low,Georgia,Security Gap,Unauthorized access,IT,Vendor Cloud,2021-08-17 18:55:31,2021-08-17 19:01:27,2021-08-19 16:27:10,Charles,Unsatisfactory (2),Recommended Threat Assessment,Yes,Ticket Portal,Security Gap Unauthorized access Recommended Threat Assessment Low IT
T417,High,Florida,Cyber Consultation,BCP/DR,Manufacturing,On Prem Server,2021-08-17 18:58:55,2021-08-17 20:34:30,2021-08-23 10:08:34,Sylviya,Unsatisfactory (2),Advised for a risk assessment,Yes,Ticket Portal,Cyber Consultation BCP/DR Advised for a risk assessment High Manufacturing
T418,High,Maryland,Data Privacy,HIPAA,Finance,On Prem Server,2021-08-17 20:29:48,2021-08-17 20:30:05,2021-08-17 20:38:10,Veronica,Unsatisfactory (2),Resolved,Yes,Ticket Portal,Data Privacy HIPAA Resolved High Finance
T419,Low,New York,Data Privacy,Privacy Assessment,Legal,Vendor Cloud,2021-08-17 20:42:41,2021-08-17 20:43:05,2021-08-17 20:47:16,Veronica,Excellent (5),Recommended Threat Assessment,,Personal Call,Data Privacy Privacy Assessment Recommended Threat Assessment Low Legal
T42,Medium,Connecticut,Security Gap,Obsolete Software,Finance,On Prem Server,2021-01-31 09:37:19,2021-01-31 09:37:50,2021-01-31 09:40:00,Allan,Satisfactory (3),Resolved,,Ticket Portal,Security Gap Obsolete Software Resolved Medium Finance
T420,Low,Illinois,Data Leak,Insider Threat,HR,On Prem Server,2021-08-17 22:37:28,2021-08-17 22:38:39,2021-08-17 22:40:08,Allan,Satisfactory (3),Resolved,,Ticket Portal,Data Leak Insider Threat Resolved Low HR
T421,Low,California,Cyber Consultation,Segregation of Duties,HR,On Prem Cloud,2021-08-17 22:42:46,2021-08-17 22:43:05,2021-08-17 22:44:17,Allan,Excellent (5),Resolved,,Ticket Portal,Cyber Consultation Segregation of Duties Resolved Low HR
T422,Low,Florida,Data Privacy,HIPAA,IT,On Prem Server,2021-08-17 22:46:07,2021-08-17 22:46:24,2021-08-17 22:48:20,Allan,Excellent (5),Resolved,,Personal Call,Data Privacy HIPAA Resolved Low IT
T423,Low,California,Cyber Consultation,Secure Development,IT,On Prem Server,2021-08-17 22:50:58,2021-08-17 22:51:18,2021-08-17 23:00:07,Allan,Excellent (5),Advised for a risk assessment,,Ticket Portal,Cyber Consultation Secure Development Advised for a risk assessment Low IT
T424,High,California,Data Leak,Insider Threat,IT,On Prem Cloud,2021-08-18 00:57:53,2021-08-27 02:17:43,2021-08-27 02:17:43,Martina,Good (4),Resolved,,Ticket Portal,Data Leak Insider Threat Resolved High IT
T425,High,Texas,Cyber Security Breach,Malware Attack,Finance,On Prem Server,2021-08-18 14:49:50,2021-08-18 14:55:33,2021-08-24 22:47:56,Charles,Good (4),Resolved,,Ticket Portal,Cyber Security Breach Malware Attack Resolved High Finance
T426,Low,California,Security Gap,Unauthorized access,Legal,Vendor Cloud,2021-08-18 16:23:38,2021-08-18 16:23:38,2021-08-18 16:23:38,Veronica,Good (4),Recommended Threat Assessment,,Ticket Portal,Security Gap Unauthorized access Recommended Threat Assessment Low Legal
T427,High,Utah,Data Privacy,HIPAA,IT,On Prem Cloud,2021-08-18 16:27:59,2021-08-18 16:28:25,2021-08-19 14:19:59,Aleena,Good (4),Resolved,,Personal Call,Data Privacy HIPAA Resolved High IT
T428,Low,Florida,Data Privacy,HIPAA,Finance,On Prem Cloud,2021-08-18 17:38:06,2021-08-18 18:35:14,2021-08-26 17:26:27,Cinderalla,Excellent (5),Resolved,,Ticket Portal,Data Privacy HIPAA Resolved Low Finance
T429,Low,Texas,Data Privacy,Privacy Assessment,IT,Vendor Cloud,2021-08-18 19:07:26,2021-08-18 21:23:21,2021-08-31 16:51:28,Veronica,Good (4),Resolved,,Personal Call,Data Privacy Privacy Assessment Resolved Low IT
T43,Low,California,Cyber Consultation,New Application Launch,Finance,On Prem Server,2021-01-31 09:46:50,2021-01-31 09:47:05,2021-01-31 09:51:17,Allan,Unsatisfactory (2),Recommended Threat Assessment,Yes,Ticket Portal,Cyber Consultation New Application Launch Recommended Threat Assessment Low Finance
T430,High,Missouri,Data Leak,Phishing,IT,Vendor Cloud,2021-08-18 20:51:49,2021-08-19 20:30:20,2021-09-01 19:57:25,Bob,Excellent (5),Resolved,,Personal Call,Data Leak Phishing Resolved High IT
T431,Low,Maine,Security Gap,Unauthorized software,HR,On Prem Cloud,2021-08-19 00:50:45,2021-08-19 06:49:59,2021-08-27 11:43:41,Cinderalla,Excellent (5),Advised for a risk assessment,,Mail,Security Gap Unauthorized software Advised for a risk assessment Low HR
T432,Low,Texas,Data Privacy,HIPAA,HR,On Prem Server,2021-08-19 20:34:30,2021-08-19 21:37:21,2021-08-26 15:43:09,Charles,Excellent (5),Recommended Threat Assessment,,Ticket Portal,Data Privacy HIPAA Recommended Threat Assessment Low HR
T433,Medium,Texas,Data Privacy,PCI-DSS,Marketing,On Prem Cloud,2021-08-19 22:53:26,2021-08-19 22:54:48,2021-08-26 20:56:16,Sean,Excellent (5),Advised for a risk assessment,,Ticket Portal,Data Privacy PCI-DSS Advised for a risk assessment Medium Marketing
T434,High,Illinois,Data Privacy,HIPAA,IT,On Prem Cloud,2021-08-20 15:58:39,2021-08-20 16:09:14,2021-08-23 09:44:22,Charles,Excellent (5),Advised for a risk assessment,,Mail,Data Privacy HIPAA Advised for a risk assessment High IT
T435,Low,Florida,Data Leak,Insider Threat,Legal,Vendor Cloud,2021-08-21 01:55:52,2021-08-22 23:24:18,2021-08-27 19:24:21,Sean,Excellent (5),Resolved,,Mail,Data Leak Insider Threat Resolved Low Legal
T436,Low,North Carolina,Data Privacy,HIPAA,IT,On Prem Cloud,2021-08-22 22:30:52,2021-08-22 22:31:30,2021-08-22 22:34:46,Bob,Unsatisfactory (2),Resolved,Yes,Ticket Portal,Data Privacy HIPAA Resolved Low IT
T437,High,Virginia,Cyber Security Breach,Trojan Attack,IT,On Prem Cloud,2021-08-22 22:42:24,2021-04-25 16:48:41,2021-08-27 14:10:32,Bob,Good (4),Resolved,,Ticket Portal,Cyber Security Breach Trojan Attack Resolved High IT
T438,Low,California,Data Privacy,GDPR,HR,On Prem Server,2021-08-23 09:27:33,2021-08-23 21:34:09,2021-09-16 14:36:44,Robbin,Excellent (5),Resolved,,Ticket Portal,Data Privacy GDPR Resolved Low HR
T439,Low,Virginia,Data Leak,Insider Threat,IT,On Prem Server,2021-08-24 13:11:43,2021-08-24 17:47:59,2021-12-24 09:58:56,Veronica,Excellent (5),Resolved,,Ticket Portal,Data Leak Insider Threat Resolved Low IT
T44,Medium,Wisconsin,Data Privacy,Privacy Assessment,IT,On Prem Server,2021-01-31 09:46:51,2021-01-31 09:47:20,2021-06-03 19:56:04,Allan,Satisfactory (3),Resolved,,Ticket Portal,Data Privacy Privacy Assessment Resolved Medium IT
T440,High,Texas,Data Privacy,GDPR,Legal,On Prem Server,2021-08-24 17:23:28,2021-08-24 17:30:47,2021-08-24 19:17:54,Robbin,Excellent (5),Advised for a risk assessment,,Ticket Portal,Data Privacy GDPR Advised for a risk assessment High Legal
T441,Low,New York,Data Privacy,PCI-DSS,HR,Vendor Cloud,2021-08-24 19:46:33,2021-08-24 20:02:21,2021-08-26 11:10:20,Charles,Good (4),Recommended Threat Assessment,,Ticket Portal,Data Privacy PCI-DSS Recommended Threat Assessment Low HR
T442,Low,Oregon,Cyber Consultation,Secure Development,HR,On Prem Server,2021-08-24 23:44:01,2021-08-25 17:19:50,2021-09-03 18:28:06,Martina,Good (4),Resolved,,Ticket Portal,Cyber Consultation Secure Development Resolved Low HR
T443,Low,Washington,Cyber Consultation,New Application Launch,Marketing,On Prem Cloud,2021-08-25 14:27:40,2021-08-25 17:52:19,2021-09-03 18:30:58,Sylviya,Excellent (5),Resolved,,Ticket Portal,Cyber Consultation New Application Launch Resolved Low Marketing
T444,High,Illinois,Cyber Security Breach,Firewall,Marketing,On Prem Cloud,2021-08-25 18:23:17,2021-08-26 10:15:53,2021-09-03 17:37:03,Sylviya,Good (4),Recommended Threat Assessment,,Ticket Portal,Cyber Security Breach Firewall Recommended Threat Assessment High Marketing
T445,Low,Washington,Cyber Consultation,New Application Launch,Finance,On Prem Server,2021-08-25 22:13:48,2021-08-25 23:40:41,2021-08-26 21:33:29,Martina,Excellent (5),Recommended Threat Assessment,,Ticket Portal,Cyber Consultation New Application Launch Recommended Threat Assessment Low Finance
T446,High,Florida,Cyber Consultation,BCP/DR,HR,On Prem Cloud,2021-08-25 23:35:07,2021-08-26 10:14:47,2021-08-26 10:14:47,Cinderalla,Satisfactory (3),Recommended Threat Assessment,,Ticket Portal,Cyber Consultation BCP/DR Recommended Threat Assessment High HR
T447,High,Texas,Security Gap,Obsolete Software,IT,On Prem Server,2021-08-26 21:15:50,2021-08-26 21:32:37,2021-09-02 21:03:42,Martina,Good (4),Advised for a risk assessment,,Ticket Portal,Security Gap Obsolete Software Advised for a risk assessment High IT
T448,Low,Nevada,Cyber Consultation,Access Management,Finance,On Prem Server,2021-08-27 12:30:03,2021-08-27 12:34:34,2021-09-06 11:00:38,Charles,Excellent (5),Resolved,,Ticket Portal,Cyber Consultation Access Management Resolved Low Finance
T449,Medium,New York,Data Privacy,GDPR,HR,On Prem Server,2021-08-27 14:53:31,2021-08-27 15:02:26,2021-09-01 15:55:13,Charles,Excellent (5),Advised for a risk assessment,,Mail,Data Privacy GDPR Advised for a risk assessment Medium HR
T45,High,Connecticut,Cyber Consultation,Segregation of Duties,Finance,On Prem Server,2021-01-31 09:46:53,2021-01-31 09:47:36,2021-01-31 09:57:49,Allan,Excellent (5),Resolved,,Personal Call,Cyber Consultation Segregation of Duties Resolved High Finance
T450,Medium,Massachusetts,Cyber Consultation,Database Security,IT,Vendor Cloud,2021-08-27 19:17:16,2021-08-27 19:30:37,2021-12-21 11:59:58,Veronica,Excellent (5),Advised for a risk assessment,,Ticket Portal,Cyber Consultation Database Security Advised for a risk assessment Medium IT
T451,High,Florida,Data Privacy,PCI-DSS,Marketing,Vendor Cloud,2021-08-27 19:48:12,2021-08-27 19:49:42,2021-09-13 09:41:24,Bob,Excellent (5),Resolved,,Mail,Data Privacy PCI-DSS Resolved High Marketing
T452,Low,Oklahoma,Data Leak,Vishing,Marketing,Vendor Cloud,2021-08-28 01:07:28,2021-08-30 10:09:50,2021-09-03 19:46:02,Charles,Good (4),Resolved,,Mail,Data Leak Vishing Resolved Low Marketing
T453,Medium,California,Data Leak,Phishing,Manufacturing,On Prem Server,2021-08-30 20:45:30,2021-08-30 20:47:42,2021-09-17 11:25:42,Robbin,Satisfactory (3),Resolved,,Mail,Data Leak Phishing Resolved Medium Manufacturing
T454,Low,California,Cyber Consultation,New Application Launch,Marketing,Vendor Cloud,2021-08-30 22:28:12,2021-08-31 10:13:29,2021-09-02 17:51:56,Charles,Unsatisfactory (2),Advised for a risk assessment,Yes,Mail,Cyber Consultation New Application Launch Advised for a risk assessment Low Marketing
T455,High,Texas,Cyber Security Breach,Firewall,IT,On Prem Server,2021-08-31 17:36:39,2021-08-31 17:43:58,2021-10-01 18:03:23,Sylviya,Satisfactory (3),Recommended Threat Assessment,,Mail,Cyber Security Breach Firewall Recommended Threat Assessment High IT
T456,High,Utah,Cyber Security Breach,Trojan Attack,Marketing,On Prem Server,2021-08-31 19:13:20,2021-09-01 13:43:18,2021-10-21 15:31:39,Veronica,Satisfactory (3),Recommended Threat Assessment,,Mail,Cyber Security Breach Trojan Attack Recommended Threat Assessment High Marketing
T457,High,Florida,Cyber Consultation,Database Security,Manufacturing,On Prem Cloud,2021-09-01 19:08:32,2021-09-01 19:12:20,2021-09-08 21:13:57,Martina,Satisfactory (3),Advised for a risk assessment,,Ticket Portal,Cyber Consultation Database Security Advised for a risk assessment High Manufacturing
T458,High,Florida,Cyber Security Breach,Trojan Attack,IT,On Prem Server,2021-09-02 11:45:45,2021-09-02 11:47:18,2021-09-02 11:48:48,Charles,Satisfactory (3),Resolved,,Mail,Cyber Security Breach Trojan Attack Resolved High IT
T459,High,Montana,Cyber Consultation,Third Party Engagement,IT,On Prem Server,2021-09-02 13:40:44,2021-09-02 13:45:46,2021-09-02 14:05:41,Cinderalla,Excellent (5),Resolved,,Personal Call,Cyber Consultation Third Party Engagement Resolved High IT
T46,Medium,Illinois,Cyber Consultation,Third Party Engagement,IT,On Prem Server,2021-01-31 10:04:00,2021-01-31 10:04:20,2021-07-06 09:35:43,Allan,Unsatisfactory (2),Resolved,Yes,Ticket Portal,Cyber Consultation Third Party Engagement Resolved Medium IT
T460,Medium,Virginia,Security Gap,Password non-expiry,Finance,On Prem Cloud,2021-09-03 02:59:37,2021-09-03 11:40:59,2021-09-21 20:09:04,Robbin,Excellent (5),Resolved,,Ticket Portal,Security Gap Password non-expiry Resolved Medium Finance
T461,Medium,Pennsylvania,Security Gap,Unauthorized access,IT,On Prem Cloud,2021-09-06 13:03:35,2021-09-06 17:01:13,2021-09-13 17:26:17,Bob,Excellent (5),Resolved,,Ticket Portal,Security Gap Unauthorized access Resolved Medium IT
T462,High,California,Data Leak,Insider Threat,Manufacturing,Vendor Cloud,2021-09-08 18:35:34,2021-09-08 21:35:07,2021-09-22 12:04:47,Michael,Excellent (5),Advised for a risk assessment,,Ticket Portal,Data Leak Insider Threat Advised for a risk assessment High Manufacturing
T463,High,California,Cyber Consultation,Secure Development,HR,On Prem Cloud,2021-09-08 22:24:11,2021-09-08 22:35:34,2021-09-15 20:31:14,Charlotte,Unsatisfactory (2),Resolved,Yes,Ticket Portal,Cyber Consultation Secure Development Resolved High HR
T464,Low,Massachusetts,Data Privacy,Privacy Assessment,IT,On Prem Cloud,2021-09-09 14:59:21,2021-09-10 10:43:13,2021-09-22 10:25:34,Sylviya,Satisfactory (3),Resolved,,Ticket Portal,Data Privacy Privacy Assessment Resolved Low IT
T465,High,Minnesota,Cyber Security Breach,Firewall,Manufacturing,Vendor Cloud,2021-09-09 21:24:26,2021-09-09 21:58:16,2021-09-15 21:31:01,Martina,Good (4),Advised for a risk assessment,,Ticket Portal,Cyber Security Breach Firewall Advised for a risk assessment High Manufacturing
T466,High,Virginia,Data Privacy,GDPR,HR,On Prem Cloud,2021-09-10 02:36:31,2021-09-10 10:34:52,2021-09-10 10:34:52,Sylviya,Excellent (5),Resolved,,Ticket Portal,Data Privacy GDPR Resolved High HR
T467,Medium,Colorado,Cyber Consultation,Access Management,Marketing,On Prem Server,2021-09-10 20:58:57,2021-09-10 23:21:37,2021-09-23 18:57:11,Martina,Good (4),Advised for a risk assessment,,Ticket Portal,Cyber Consultation Access Management Advised for a risk assessment Medium Marketing
T468,Low,Arizona,Cyber Consultation,BCP/DR,IT,On Prem Cloud,2021-09-14 01:10:02,2021-09-14 18:10:38,2021-09-21 12:18:42,Charles,Satisfactory (3),Resolved,,Ticket Portal,Cyber Consultation BCP/DR Resolved Low IT
T469,Low,Wisconsin,Data Leak,Phishing,HR,On Prem Server,2021-09-14 02:23:43,2021-09-14 20:37:10,2021-09-20 18:33:28,Martina,Excellent (5),Resolved,,Ticket Portal,Data Leak Phishing Resolved Low HR
T47,Low,California,Cyber Consultation,BCP/DR,Marketing,Vendor Cloud,2021-01-31 11:13:11,2021-01-31 11:13:42,2021-01-31 11:38:41,Allan,Satisfactory (3),Resolved,,Mail,Cyber Consultation BCP/DR Resolved Low Marketing
T470,High,California,Cyber Consultation,Access Management,HR,On Prem Server,2021-09-14 12:29:31,2021-09-14 20:10:23,2021-09-22 19:21:24,Charles,Good (4),Advised for a risk assessment,,Ticket Portal,Cyber Consultation Access Management Advised for a risk assessment High HR
T471,High,Tennessee,Data Leak,Phishing,Finance,On Prem Cloud,2021-09-14 17:25:07,2021-09-14 18:31:09,2021-10-07 09:17:49,Cinderalla,Satisfactory (3),Recommended Threat Assessment,,Ticket Portal,Data Leak Phishing Recommended Threat Assessment High Finance
T472,High,Virginia,Cyber Security Breach,Trojan Attack,Marketing,On Prem Server,2021-09-15 02:59:37,2021-04-29 15:28:29,2022-02-08 20:37:15,Veronica,Excellent (5),Advised for a risk assessment,,Ticket Portal,Cyber Security Breach Trojan Attack Advised for a risk assessment High Marketing
T473,High,California,Data Privacy,Privacy Assessment,Finance,On Prem Server,2021-09-15 11:16:20,2021-09-15 14:25:23,2021-10-01 10:15:56,Sylviya,Excellent (5),Resolved,,Ticket Portal,Data Privacy Privacy Assessment Resolved High Finance
T474,High,California,Cyber Security Breach,Spyware,IT,On Prem Server,2021-09-15 13:21:53,2021-09-15 13:22:13,2021-09-23 10:28:55,Allan,Excellent (5),Resolved,,Mail,Cyber Security Breach Spyware Resolved High IT
T475,High,Virginia,Data Leak,Insider Threat,Marketing,On Prem Cloud,2021-09-15 17:57:56,2021-09-15 18:20:21,2021-09-29 18:47:35,Martina,Excellent (5),Resolved,,Ticket Portal,Data Leak Insider Threat Resolved High Marketing
T476,Medium,California,Cyber Consultation,Application Offboarding,Legal,On Prem Server,2021-09-15 18:40:33,2021-09-16 09:51:07,2021-09-23 10:17:07,Bob,Excellent (5),Advised for a risk assessment,,Ticket Portal,Cyber Consultation Application Offboarding Advised for a risk assessment Medium Legal
T477,High,California,Cyber Consultation,New Application Launch,Legal,On Prem Cloud,2021-09-15 21:28:57,2021-09-16 17:33:50,2021-09-21 20:10:39,Robbin,Unsatisfactory (2),Advised for a risk assessment,Yes,Ticket Portal,Cyber Consultation New Application Launch Advised for a risk assessment High Legal
T478,Medium,North Carolina,Data Privacy,GDPR,Manufacturing,On Prem Cloud,2021-09-16 12:51:29,2021-09-16 13:07:47,2021-09-16 17:55:40,Cinderalla,Unsatisfactory (2),Resolved,Yes,Ticket Portal,Data Privacy GDPR Resolved Medium Manufacturing
